0.0
11.8459892532,5.83566953583,12.1728424844,3.64785274236,2.35463406016,5.9062451845,13.4895403563,5.66772157902,17.6814764673,18.0370196361,2.89630306771,19.8569158374,2.06661630988,9.53509489675,19.8651547228,7.42576196228,3.87442337209,5.91833340983,15.1998331507,
